scenario,beacons,trial,target_x,target_y,estimate_x,estimate_y,error,beacon_position_rmse,beacon_yaw_rmse,cost,iterations,runtime_ms,solver_converged,success
2,1,0,1.20000000,-0.75000000,1.20726941,-0.75782760,0.01068249,0.00684447,,27.45415762,6,0.18300000,1,1
2,1,1,1.20000000,-0.75000000,1.19248023,-0.74617877,0.00843497,0.00965734,,33.98626877,6,0.18500000,1,1
2,1,2,1.20000000,-0.75000000,1.19454586,-0.74827132,0.00572154,0.00417973,,23.12103729,6,0.18200000,1,1
2,1,3,1.20000000,-0.75000000,1.21012032,-0.75483488,0.01121592,0.01046941,,26.08577830,80,2.30700000,0,1
2,1,4,1.20000000,-0.75000000,1.19588187,-0.75184581,0.00451287,0.00245277,,29.19703921,19,0.56700000,1,1
2,1,5,1.20000000,-0.75000000,1.20452948,-0.75293057,0.00539485,0.00378986,,32.28565354,6,0.18300000,1,1
2,1,6,1.20000000,-0.75000000,1.21132832,-0.75892277,0.01442035,0.00927438,,19.81725232,9,0.27200000,1,1
2,1,7,1.20000000,-0.75000000,1.19451620,-0.75729780,0.00912852,0.00545397,,30.46107125,6,0.18200000,1,1
2,1,8,1.20000000,-0.75000000,1.20460447,-0.76141400,0.01230775,0.01380524,,26.85752157,10,0.29900000,1,1
2,1,9,1.20000000,-0.75000000,1.20227326,-0.74857285,0.00268412,0.00391338,,24.54102482,5,0.15300000,1,1
2,1,10,1.20000000,-0.75000000,1.20407098,-0.75153672,0.00435137,0.00645176,,25.89274438,12,0.36100000,1,1
2,1,11,1.20000000,-0.75000000,1.20880234,-0.75095996,0.00885453,0.00500679,,24.54905247,16,0.47900000,1,1
2,1,12,1.20000000,-0.75000000,1.19841183,-0.74229789,0.00786414,0.00298245,,35.17481451,19,0.55900000,1,1
2,1,13,1.20000000,-0.75000000,1.19656721,-0.75304901,0.00459135,0.00373212,,30.95060605,6,0.18400000,1,1
2,1,14,1.20000000,-0.75000000,1.19844572,-0.76488681,0.01496773,0.01559245,,21.97809479,6,0.18100000,1,1
2,1,15,1.20000000,-0.75000000,1.19883410,-0.75624814,0.00635599,0.00507030,,19.04842961,9,0.27200000,1,1
2,1,16,1.20000000,-0.75000000,1.19556845,-0.75282248,0.00525404,0.00508067,,27.16908486,5,0.15500000,1,1
2,1,17,1.20000000,-0.75000000,1.19768955,-0.74447756,0.00598628,0.00781443,,18.00177249,6,0.18000000,1,1
2,1,18,1.20000000,-0.75000000,1.21341983,-0.77135274,0.02521966,0.02556990,,29.35411481,5,0.15200000,1,1
2,1,19,1.20000000,-0.75000000,1.20553606,-0.75803796,0.00975995,0.01055165,,26.24424194,11,0.32700000,1,1
2,1,20,1.20000000,-0.75000000,1.20613538,-0.74830981,0.00636393,0.00831209,,22.47973415,9,0.26500000,1,1
2,1,21,1.20000000,-0.75000000,1.19952590,-0.74383226,0.00618594,0.00682114,,26.17251685,5,0.15100000,1,1
2,1,22,1.20000000,-0.75000000,1.20201049,-0.75611997,0.00644175,0.00936795,,20.97387911,6,0.18000000,1,1
2,1,23,1.20000000,-0.75000000,1.19762712,-0.74689557,0.00390744,0.00377708,,22.01606670,5,0.15500000,1,1
2,1,24,1.20000000,-0.75000000,1.19864675,-0.75152525,0.00203904,0.00242119,,28.54122869,5,0.15100000,1,1
2,1,25,1.20000000,-0.75000000,1.19584058,-0.75189118,0.00456917,0.00468045,,33.68539016,6,0.17900000,1,1
2,1,26,1.20000000,-0.75000000,1.20048176,-0.74069746,0.00931500,0.00957112,,27.32044007,11,0.32300000,1,1
2,1,27,1.20000000,-0.75000000,1.18540300,-0.73285201,0.02251946,0.01858076,,26.42259062,5,0.15000000,1,1
2,1,28,1.20000000,-0.75000000,1.20679602,-0.76562042,0.01703477,0.01620352,,32.17975605,6,0.17800000,1,1
2,1,29,1.20000000,-0.75000000,1.20497032,-0.74312093,0.00848679,0.00566620,,20.93599936,6,0.18000000,1,1
2,1,30,1.20000000,-0.75000000,1.19754187,-0.74133051,0.00901124,0.01332962,,29.57330611,6,0.18400000,1,1
2,1,31,1.20000000,-0.75000000,1.19336052,-0.73386405,0.01744854,0.01410731,,23.80296576,6,0.17900000,1,1
2,1,32,1.20000000,-0.75000000,1.19991021,-0.75515617,0.00515695,0.01262804,,23.64453930,18,0.52100000,1,1
2,1,33,1.20000000,-0.75000000,1.20105188,-0.74977500,0.00107567,0.00290410,,23.67296249,16,0.47700000,1,1
2,1,34,1.20000000,-0.75000000,1.18996500,-0.74817358,0.01019986,0.01007175,,23.71164576,10,0.29400000,1,1
2,1,35,1.20000000,-0.75000000,1.19664693,-0.73933926,0.01117562,0.01490892,,32.93187152,6,0.18100000,1,1
2,1,36,1.20000000,-0.75000000,1.20802634,-0.75465980,0.00928095,0.00784457,,16.32821185,6,0.17900000,1,1
2,1,37,1.20000000,-0.75000000,1.20621581,-0.74291985,0.00942151,0.00707890,,21.48287128,6,0.17900000,1,1
2,1,38,1.20000000,-0.75000000,1.18894863,-0.73837459,0.01604004,0.01558343,,22.66268022,11,0.32400000,1,1
2,1,39,1.20000000,-0.75000000,1.19223053,-0.75038675,0.00777909,0.00568753,,27.01770827,6,0.17900000,1,1
2,1,40,1.20000000,-0.75000000,1.18352063,-0.74387852,0.01757959,0.01747404,,27.54494283,17,0.49500000,1,1
2,1,41,1.20000000,-0.75000000,1.19164993,-0.74970769,0.00835519,0.00841140,,21.60754491,5,0.15200000,1,1
2,1,42,1.20000000,-0.75000000,1.19433016,-0.73810186,0.01318001,0.01406816,,24.16606788,6,0.18000000,1,1
2,1,43,1.20000000,-0.75000000,1.19999139,-0.76030843,0.01030843,0.00961698,,22.64263099,5,0.15100000,1,1
2,1,44,1.20000000,-0.75000000,1.19714837,-0.75662159,0.00720952,0.00345650,,23.35495909,6,0.18100000,1,1
2,1,45,1.20000000,-0.75000000,1.19416521,-0.73214990,0.01877953,0.01691730,,23.66316528,6,0.18100000,1,1
2,1,46,1.20000000,-0.75000000,1.20306568,-0.74668666,0.00451405,0.00559663,,25.38278340,6,0.18000000,1,1
2,1,47,1.20000000,-0.75000000,1.18955567,-0.74861719,0.01053547,0.00916296,,20.07670298,6,0.18000000,1,1
2,1,48,1.20000000,-0.75000000,1.19722086,-0.74248952,0.00800818,0.00244610,,27.46747439,6,0.17900000,1,1
2,1,49,1.20000000,-0.75000000,1.20102814,-0.75729032,0.00736246,0.00404439,,25.25766542,6,0.17900000,1,1
2,1,50,1.20000000,-0.75000000,1.19791358,-0.73886333,0.01133043,0.01178047,,23.45694826,6,0.17800000,1,1
2,1,51,1.20000000,-0.75000000,1.19948310,-0.74246735,0.00755037,0.00464008,,20.32167418,6,0.17900000,1,1
2,1,52,1.20000000,-0.75000000,1.19910719,-0.73505844,0.01496821,0.01069569,,22.77137562,6,0.17900000,1,1
2,1,53,1.20000000,-0.75000000,1.20792133,-0.76856256,0.02018208,0.01741326,,24.79363556,6,0.18900000,1,1
2,1,54,1.20000000,-0.75000000,1.19657188,-0.74467707,0.00633132,0.00619474,,25.86308680,6,0.18100000,1,1
2,1,55,1.20000000,-0.75000000,1.20362816,-0.75540310,0.00650823,0.00403878,,30.64575446,5,0.15200000,1,1
2,1,56,1.20000000,-0.75000000,1.19870860,-0.74738799,0.00291382,0.00606084,,27.68470862,6,0.17800000,1,1
2,1,57,1.20000000,-0.75000000,1.20882629,-0.76133297,0.01436453,0.01103788,,31.28877297,6,0.18500000,1,1
2,1,58,1.20000000,-0.75000000,1.19860017,-0.74700273,0.00330805,0.00477988,,24.05062562,17,0.50500000,1,1
2,1,59,1.20000000,-0.75000000,1.20225205,-0.74392893,0.00647531,0.00567578,,26.78520271,17,0.49300000,1,1
2,1,60,1.20000000,-0.75000000,1.19508389,-0.73629531,0.01455976,0.02001597,,30.95573416,20,0.58300000,1,1
2,1,61,1.20000000,-0.75000000,1.19889456,-0.73741426,0.01263420,0.01344369,,27.38948097,6,0.17900000,1,1
2,1,62,1.20000000,-0.75000000,1.20679276,-0.76647175,0.01781741,0.01588280,,32.78414169,8,0.23600000,1,1
2,1,63,1.20000000,-0.75000000,1.19424252,-0.74327886,0.00884999,0.00994844,,27.91929214,6,0.17900000,1,1
2,1,64,1.20000000,-0.75000000,1.19734147,-0.73961071,0.01072404,0.00792570,,33.51715101,6,0.17900000,1,1
2,1,65,1.20000000,-0.75000000,1.19391549,-0.75000639,0.00608451,0.00067070,,25.51373164,9,0.26600000,1,1
2,1,66,1.20000000,-0.75000000,1.19930375,-0.75040059,0.00080326,0.00113035,,21.03963670,8,0.23600000,1,1
2,1,67,1.20000000,-0.75000000,1.20176080,-0.74358336,0.00665384,0.00857827,,22.17709689,11,0.32100000,1,1
2,1,68,1.20000000,-0.75000000,1.20170406,-0.74485496,0.00541989,0.00340505,,29.73651321,9,0.26600000,1,1
2,1,69,1.20000000,-0.75000000,1.19253929,-0.75079544,0.00750299,0.00612900,,25.98976467,6,0.17900000,1,1
2,1,70,1.20000000,-0.75000000,1.20428926,-0.75280267,0.00512374,0.00133881,,22.98674450,14,0.41000000,1,1
2,1,71,1.20000000,-0.75000000,1.19795862,-0.74568511,0.00477342,0.00542871,,19.14272982,6,0.18000000,1,1
2,1,72,1.20000000,-0.75000000,1.20055666,-0.75677623,0.00679905,0.00447245,,25.44408872,5,0.15100000,1,1
2,1,73,1.20000000,-0.75000000,1.20444815,-0.75236197,0.00503636,0.00611359,,30.68691132,6,0.17900000,1,1
2,1,74,1.20000000,-0.75000000,1.20701516,-0.74038375,0.01190314,0.01358144,,23.12695446,11,0.32400000,1,1
2,1,75,1.20000000,-0.75000000,1.20366634,-0.74782305,0.00426393,0.00376590,,28.71350719,11,0.32300000,1,1
2,1,76,1.20000000,-0.75000000,1.19728547,-0.73944201,0.01090137,0.01076920,,18.86387902,6,0.18300000,1,1
2,1,77,1.20000000,-0.75000000,1.19443261,-0.75465933,0.00725983,0.00767898,,26.54775477,5,0.15100000,1,1
2,1,78,1.20000000,-0.75000000,1.19210142,-0.74599241,0.00885711,0.00765351,,25.14666617,6,0.18000000,1,1
2,1,79,1.20000000,-0.75000000,1.19613334,-0.73960906,0.01108705,0.01333300,,20.08143942,5,0.15000000,1,1
2,1,80,1.20000000,-0.75000000,1.20236627,-0.74955459,0.00240782,0.00587711,,28.09770700,6,0.18000000,1,1
2,1,81,1.20000000,-0.75000000,1.20490996,-0.75161712,0.00516941,0.00727772,,22.96429961,6,0.17900000,1,1
2,1,82,1.20000000,-0.75000000,1.19437342,-0.74190383,0.00985933,0.00809848,,22.46790437,6,0.18200000,1,1
2,1,83,1.20000000,-0.75000000,1.19317489,-0.75805459,0.01055739,0.00667653,,23.72263555,80,2.30400000,0,1
2,1,84,1.20000000,-0.75000000,1.18701814,-0.73310225,0.02130875,0.01847392,,30.74139993,16,0.46700000,1,1
2,1,85,1.20000000,-0.75000000,1.19546532,-0.74107833,0.01000798,0.00803563,,21.97665524,12,0.35300000,1,1
2,1,86,1.20000000,-0.75000000,1.19430926,-0.74473894,0.00775005,0.00680570,,28.14109424,9,0.27200000,1,1
2,1,87,1.20000000,-0.75000000,1.18897658,-0.74660247,0.01153512,0.01276811,,22.59460784,6,0.18400000,1,1
2,1,88,1.20000000,-0.75000000,1.20105380,-0.75562096,0.00571889,0.00767310,,23.11694466,6,0.18000000,1,1
2,1,89,1.20000000,-0.75000000,1.19475103,-0.74051371,0.01084165,0.01242927,,28.90179881,5,0.15000000,1,1
2,1,90,1.20000000,-0.75000000,1.19907979,-0.74994553,0.00092182,0.00293825,,32.14221448,6,0.17900000,1,1
2,1,91,1.20000000,-0.75000000,1.20116537,-0.75103154,0.00155633,0.00327074,,30.84316906,6,0.18000000,1,1
2,1,92,1.20000000,-0.75000000,1.19660494,-0.73589235,0.01451042,0.01283520,,25.37526015,6,0.17900000,1,1
2,1,93,1.20000000,-0.75000000,1.20735027,-0.75152916,0.00750765,0.01008576,,25.53271007,6,0.17900000,1,1
2,1,94,1.20000000,-0.75000000,1.19227213,-0.74748461,0.00812694,0.00693165,,22.66113960,6,0.18100000,1,1
2,1,95,1.20000000,-0.75000000,1.19535352,-0.74127559,0.00988459,0.01242126,,26.34350540,6,0.17900000,1,1
2,1,96,1.20000000,-0.75000000,1.20457717,-0.75542190,0.00709560,0.00841534,,25.51873837,5,0.15100000,1,1
2,1,97,1.20000000,-0.75000000,1.20571366,-0.76500791,0.01605874,0.01614856,,21.50522256,10,0.29300000,1,1
2,1,98,1.20000000,-0.75000000,1.20555583,-0.74680433,0.00640933,0.00114098,,25.56700144,9,0.26500000,1,1
2,1,99,1.20000000,-0.75000000,1.20673472,-0.75628766,0.00921364,0.01040498,,29.05276588,6,0.17900000,1,1
2,2,0,1.20000000,-0.75000000,1.20210792,-0.75526851,0.00567455,0.00287705,,63.25730361,6,0.36600000,1,1
2,2,1,1.20000000,-0.75000000,1.20042299,-0.74764707,0.00239065,0.00547715,,41.63495222,6,0.35800000,1,1
2,2,2,1.20000000,-0.75000000,1.19789417,-0.73893711,0.01126153,0.00906656,,45.93888710,6,0.35800000,1,1
2,2,3,1.20000000,-0.75000000,1.18877781,-0.74315322,0.01314595,0.01494654,,46.39557720,6,0.35700000,1,1
2,2,4,1.20000000,-0.75000000,1.19145532,-0.74390361,0.01049655,0.01149784,,55.65966787,6,0.35600000,1,1
2,2,5,1.20000000,-0.75000000,1.20163151,-0.74308683,0.00710308,0.00469728,,53.91626054,5,0.29800000,1,1
2,2,6,1.20000000,-0.75000000,1.19761266,-0.75561302,0.00609962,0.00732232,,56.41814473,5,0.29800000,1,1
2,2,7,1.20000000,-0.75000000,1.19381229,-0.74618433,0.00726960,0.00511704,,54.73249280,16,0.92500000,1,1
2,2,8,1.20000000,-0.75000000,1.20335451,-0.75712702,0.00787700,0.00732610,,48.21033487,12,0.69700000,1,1
2,2,9,1.20000000,-0.75000000,1.18723805,-0.74691318,0.01312996,0.01088772,,47.97762427,6,0.35600000,1,1
2,2,10,1.20000000,-0.75000000,1.20247449,-0.74798244,0.00319275,0.00277994,,50.80004678,5,0.29900000,1,1
2,2,11,1.20000000,-0.75000000,1.20040649,-0.75227075,0.00230684,0.00288331,,61.95345445,5,0.29800000,1,1
2,2,12,1.20000000,-0.75000000,1.20467272,-0.76069084,0.01166740,0.01125822,,38.04877729,6,0.35500000,1,1
2,2,13,1.20000000,-0.75000000,1.20621762,-0.75392034,0.00735037,0.00537566,,55.89505962,6,0.35800000,1,1
2,2,14,1.20000000,-0.75000000,1.20181414,-0.75007727,0.00181579,0.00424699,,49.05453798,6,0.36600000,1,1
2,2,15,1.20000000,-0.75000000,1.20087732,-0.75067398,0.00110632,0.00343570,,43.38409669,17,0.99100000,1,1
2,2,16,1.20000000,-0.75000000,1.19603021,-0.74217455,0.00877479,0.00771817,,52.53087413,6,0.36200000,1,1
2,2,17,1.20000000,-0.75000000,1.20277112,-0.74941353,0.00283250,0.00308757,,55.28860983,5,0.30100000,1,1
2,2,18,1.20000000,-0.75000000,1.19913989,-0.75324694,0.00335893,0.00425312,,52.08234755,6,0.35600000,1,1
2,2,19,1.20000000,-0.75000000,1.19599577,-0.74397027,0.00723820,0.00673258,,52.63277745,5,0.30400000,1,1
2,2,20,1.20000000,-0.75000000,1.19810262,-0.75236395,0.00303122,0.00530698,,45.56085705,5,0.31500000,1,1
2,2,21,1.20000000,-0.75000000,1.20484876,-0.76308547,0.01395492,0.01503034,,50.89111269,5,0.30500000,1,1
2,2,22,1.20000000,-0.75000000,1.20674625,-0.75215293,0.00708145,0.00701759,,54.30690430,5,0.31000000,1,1
2,2,23,1.20000000,-0.75000000,1.20890760,-0.74976433,0.00891072,0.00814871,,70.86987200,6,0.36900000,1,1
2,2,24,1.20000000,-0.75000000,1.19830840,-0.74869347,0.00213741,0.00307667,,54.71071695,6,0.35600000,1,1
2,2,25,1.20000000,-0.75000000,1.20058838,-0.75256795,0.00263450,0.00394826,,52.36247407,5,0.30000000,1,1
2,2,26,1.20000000,-0.75000000,1.19564988,-0.74383927,0.00754176,0.00732717,,45.59742003,9,0.53000000,1,1
2,2,27,1.20000000,-0.75000000,1.20427945,-0.74687615,0.00529832,0.00245830,,41.09874203,5,0.30600000,1,1
2,2,28,1.20000000,-0.75000000,1.20756840,-0.75392567,0.00852594,0.00718952,,51.69458109,5,0.29700000,1,1
2,2,29,1.20000000,-0.75000000,1.19943943,-0.75085478,0.00102220,0.00421046,,53.29692657,5,0.29800000,1,1
2,2,30,1.20000000,-0.75000000,1.20306257,-0.75112835,0.00326382,0.00429820,,61.46010482,5,0.29700000,1,1
2,2,31,1.20000000,-0.75000000,1.19736529,-0.75142681,0.00299625,0.00284440,,52.04923979,5,0.30200000,1,1
2,2,32,1.20000000,-0.75000000,1.19316119,-0.73887014,0.01306304,0.01358096,,49.96630744,6,0.35600000,1,1
2,2,33,1.20000000,-0.75000000,1.20208763,-0.74768632,0.00311630,0.00394466,,49.80639598,6,0.35400000,1,1
2,2,34,1.20000000,-0.75000000,1.19877224,-0.74439756,0.00573540,0.00544900,,49.50073257,6,0.35500000,1,1
2,2,35,1.20000000,-0.75000000,1.20596530,-0.75070085,0.00600633,0.00755788,,46.50579062,6,0.35800000,1,1
2,2,36,1.20000000,-0.75000000,1.19772015,-0.75745947,0.00780009,0.00646060,,68.03015554,6,0.37800000,1,1
2,2,37,1.20000000,-0.75000000,1.19510961,-0.75231953,0.00541259,0.00372324,,46.33944708,6,0.35800000,1,1
2,2,38,1.20000000,-0.75000000,1.20038992,-0.74480527,0.00520935,0.00434685,,45.44263500,6,0.35700000,1,1
2,2,39,1.20000000,-0.75000000,1.20012871,-0.75787525,0.00787630,0.01039304,,40.48882736,6,0.40200000,1,1
2,2,40,1.20000000,-0.75000000,1.19717602,-0.74195294,0.00852819,0.00991420,,53.39054264,5,0.38100000,1,1
2,2,41,1.20000000,-0.75000000,1.20382415,-0.76298737,0.01353869,0.01322272,,46.22012216,20,1.67900000,1,1
2,2,42,1.20000000,-0.75000000,1.20509103,-0.74954359,0.00511145,0.00561143,,47.13791844,6,0.50500000,1,1
2,2,43,1.20000000,-0.75000000,1.19523075,-0.74147051,0.00977230,0.00685385,,56.48258735,5,0.42100000,1,1
2,2,44,1.20000000,-0.75000000,1.19890502,-0.74673012,0.00344835,0.00184262,,43.49629722,6,0.42800000,1,1
2,2,45,1.20000000,-0.75000000,1.19279690,-0.74297256,0.01006328,0.01244651,,45.83658064,6,0.36400000,1,1
2,2,46,1.20000000,-0.75000000,1.19426194,-0.74733929,0.00632493,0.00755691,,50.70039838,5,0.30000000,1,1
2,2,47,1.20000000,-0.75000000,1.20397064,-0.74732160,0.00478955,0.00392860,,45.08261374,6,0.36100000,1,1
2,2,48,1.20000000,-0.75000000,1.19370027,-0.74798499,0.00661415,0.00674236,,52.28066328,5,0.30000000,1,1
2,2,49,1.20000000,-0.75000000,1.19815692,-0.74661785,0.00385174,0.00407688,,53.19630378,80,4.54900000,0,1
2,2,50,1.20000000,-0.75000000,1.20586378,-0.75583412,0.00827169,0.00755947,,51.81004494,6,0.35900000,1,1
2,2,51,1.20000000,-0.75000000,1.20215157,-0.74399048,0.00638307,0.00577984,,41.83309295,5,0.29700000,1,1
2,2,52,1.20000000,-0.75000000,1.19458005,-0.74396449,0.00811192,0.00971823,,46.37342629,6,0.35700000,1,1
2,2,53,1.20000000,-0.75000000,1.20172896,-0.76278143,0.01289784,0.01144411,,48.99312913,5,0.29900000,1,1
2,2,54,1.20000000,-0.75000000,1.21077196,-0.75917182,0.01414770,0.01163033,,50.44189558,6,0.36300000,1,1
2,2,55,1.20000000,-0.75000000,1.20328979,-0.76035663,0.01086658,0.00904978,,46.81022972,5,0.30200000,1,1
2,2,56,1.20000000,-0.75000000,1.20205992,-0.75346320,0.00402952,0.00533984,,50.51000651,6,0.35800000,1,1
2,2,57,1.20000000,-0.75000000,1.19526211,-0.74847558,0.00497709,0.00468788,,49.57386348,6,0.35600000,1,1
2,2,58,1.20000000,-0.75000000,1.19564695,-0.75080483,0.00442682,0.00435522,,50.23156876,5,0.29900000,1,1
2,2,59,1.20000000,-0.75000000,1.19412204,-0.74293435,0.00919096,0.00741249,,53.38011899,5,0.30000000,1,1
2,2,60,1.20000000,-0.75000000,1.19569756,-0.74892594,0.00443448,0.00379883,,53.45779217,9,0.52700000,1,1
2,2,61,1.20000000,-0.75000000,1.19513813,-0.74622048,0.00615813,0.00282395,,44.07274659,6,0.36500000,1,1
2,2,62,1.20000000,-0.75000000,1.19437227,-0.74246166,0.00940733,0.00792937,,49.20182068,5,0.31000000,1,1
2,2,63,1.20000000,-0.75000000,1.20157211,-0.75122665,0.00199404,0.00616345,,46.00395733,5,0.30400000,1,1
2,2,64,1.20000000,-0.75000000,1.20699254,-0.75287646,0.00756106,0.00634524,,45.16721519,6,0.36200000,1,1
2,2,65,1.20000000,-0.75000000,1.19615642,-0.74997589,0.00384366,0.00896347,,46.54971162,6,0.36300000,1,1
2,2,66,1.20000000,-0.75000000,1.19341935,-0.75015011,0.00658237,0.00637894,,53.11412200,5,0.30500000,1,1
2,2,67,1.20000000,-0.75000000,1.19622917,-0.74392832,0.00714734,0.00955606,,45.00276668,5,0.30700000,1,1
2,2,68,1.20000000,-0.75000000,1.19907652,-0.74438187,0.00569352,0.00592075,,44.57771634,5,0.30300000,1,1
2,2,69,1.20000000,-0.75000000,1.19694973,-0.75574263,0.00650245,0.00700488,,40.77439395,6,0.36700000,1,1
2,2,70,1.20000000,-0.75000000,1.19961361,-0.75198033,0.00201767,0.00146518,,50.85132065,6,0.36000000,1,1
2,2,71,1.20000000,-0.75000000,1.19678456,-0.75388822,0.00504553,0.00261115,,44.16088280,5,0.29900000,1,1
2,2,72,1.20000000,-0.75000000,1.20473781,-0.74869180,0.00491510,0.00512763,,60.65175132,5,0.30200000,1,1
2,2,73,1.20000000,-0.75000000,1.20714849,-0.75506258,0.00875960,0.00877602,,54.94238127,80,4.58200000,0,1
2,2,74,1.20000000,-0.75000000,1.20427484,-0.74492534,0.00663524,0.00520100,,51.62480978,6,0.35400000,1,1
2,2,75,1.20000000,-0.75000000,1.18774652,-0.73886674,0.01655588,0.01574946,,48.65371012,20,1.15300000,1,1
2,2,76,1.20000000,-0.75000000,1.20370411,-0.74344217,0.00753164,0.00651999,,42.61459218,5,0.30100000,1,1
2,2,77,1.20000000,-0.75000000,1.19929195,-0.75419345,0.00425281,0.00365432,,62.95868238,17,0.98600000,1,1
2,2,78,1.20000000,-0.75000000,1.19958132,-0.74744750,0.00258661,0.00274786,,51.00747804,5,0.29700000,1,1
2,2,79,1.20000000,-0.75000000,1.19726616,-0.74633396,0.00457315,0.00582749,,55.49692658,6,0.35500000,1,1
2,2,80,1.20000000,-0.75000000,1.20195506,-0.75195033,0.00276153,0.00366841,,46.62132822,5,0.30300000,1,1
2,2,81,1.20000000,-0.75000000,1.19475608,-0.75567758,0.00772875,0.00569377,,52.92854740,6,0.35300000,1,1
2,2,82,1.20000000,-0.75000000,1.20527014,-0.75587625,0.00789333,0.00630688,,56.75799155,5,0.29800000,1,1
2,2,83,1.20000000,-0.75000000,1.20491435,-0.74674323,0.00589554,0.00301458,,50.46607987,6,0.35200000,1,1
2,2,84,1.20000000,-0.75000000,1.19415705,-0.74885753,0.00595359,0.00465891,,62.95992591,5,0.29900000,1,1
2,2,85,1.20000000,-0.75000000,1.20497386,-0.75181680,0.00529529,0.00535266,,43.01135854,5,0.30200000,1,1
2,2,86,1.20000000,-0.75000000,1.19184932,-0.74814173,0.00835983,0.00967015,,47.77512648,6,0.35700000,1,1
2,2,87,1.20000000,-0.75000000,1.19428925,-0.75353035,0.00671387,0.00911527,,53.95215420,6,0.35500000,1,1
2,2,88,1.20000000,-0.75000000,1.19987617,-0.74927891,0.00073164,0.00412342,,40.83731771,6,0.36100000,1,1
2,2,89,1.20000000,-0.75000000,1.20922609,-0.75132782,0.00932115,0.00635918,,48.44242583,17,0.98700000,1,1
2,2,90,1.20000000,-0.75000000,1.19628748,-0.74600521,0.00545355,0.00587129,,55.35937858,5,0.30200000,1,1
2,2,91,1.20000000,-0.75000000,1.19879339,-0.74837098,0.00202722,0.00589453,,58.13761839,6,0.35400000,1,1
2,2,92,1.20000000,-0.75000000,1.19921605,-0.74800237,0.00214595,0.00576101,,40.03652133,6,0.35300000,1,1
2,2,93,1.20000000,-0.75000000,1.20027661,-0.75207343,0.00209180,0.00342630,,53.33646549,5,0.29800000,1,1
2,2,94,1.20000000,-0.75000000,1.19536699,-0.75019470,0.00463710,0.00486396,,52.67209377,6,0.35900000,1,1
2,2,95,1.20000000,-0.75000000,1.20382724,-0.75589821,0.00703112,0.00661126,,49.08902752,6,0.35300000,1,1
2,2,96,1.20000000,-0.75000000,1.19890358,-0.74711584,0.00308553,0.00468800,,48.36545727,5,0.29800000,1,1
2,2,97,1.20000000,-0.75000000,1.20239202,-0.75555057,0.00604406,0.00723071,,60.05152777,5,0.29500000,1,1
2,2,98,1.20000000,-0.75000000,1.19815088,-0.74883201,0.00218711,0.00479848,,62.67450811,6,0.35700000,1,1
2,2,99,1.20000000,-0.75000000,1.19598326,-0.74968289,0.00402924,0.00543404,,52.79094518,6,0.35300000,1,1
3,1,0,1.20000000,-0.75000000,1.19954409,-0.81242899,0.06243066,0.12408516,0.04212343,3642.91333674,80,2.40600000,1,0
3,1,1,1.20000000,-0.75000000,1.19190753,-0.81822333,0.06870161,0.13922287,0.04452162,4355.94086562,80,2.36100000,1,0
3,1,2,1.20000000,-0.75000000,1.17804189,-0.82236582,0.07562387,0.14235344,0.04926890,4367.18410889,80,2.37200000,1,0
3,1,3,1.20000000,-0.75000000,1.18206284,-0.82447979,0.07660927,0.14899820,0.05276913,4835.83819665,80,2.35400000,1,0
3,1,4,1.20000000,-0.75000000,1.18995389,-0.83844138,0.08901012,0.15152438,0.04834728,5205.60967231,80,2.33000000,1,0
3,1,5,1.20000000,-0.75000000,1.18534851,-0.81713101,0.06871127,0.13375322,0.04214240,4064.81543603,80,2.33000000,1,0
3,1,6,1.20000000,-0.75000000,1.20104276,-0.82489854,0.07490580,0.13680949,0.04339002,4489.27777641,80,2.32300000,1,0
3,1,7,1.20000000,-0.75000000,1.17407360,-0.82172344,0.07626552,0.14115591,0.04152525,4588.72669725,80,2.31600000,1,0
3,1,8,1.20000000,-0.75000000,1.17743658,-0.81146229,0.06547305,0.14153950,0.03884998,4778.41926056,80,2.27900000,1,0
3,1,9,1.20000000,-0.75000000,1.18238278,-0.83036693,0.08227521,0.14423767,0.04678424,4906.45273868,80,2.30500000,1,0
3,1,10,1.20000000,-0.75000000,1.19169929,-0.81147538,0.06203325,0.13278712,0.03475890,4602.29194640,80,2.29200000,1,0
3,1,11,1.20000000,-0.75000000,1.18634886,-0.81620807,0.06760076,0.14087156,0.04034215,4912.25936562,80,2.29700000,1,0
3,1,12,1.20000000,-0.75000000,1.17623253,-0.82493029,0.07860942,0.13204613,0.04673752,3633.07644523,80,2.30200000,1,0
3,1,13,1.20000000,-0.75000000,1.18419484,-0.80644257,0.05861371,0.13795605,0.04065807,4486.88798480,80,2.31100000,1,0
3,1,14,1.20000000,-0.75000000,1.18870579,-0.81586441,0.06682574,0.14802287,0.04865717,4790.17617954,80,2.30600000,1,0
3,1,15,1.20000000,-0.75000000,1.18409371,-0.81041852,0.06247726,0.13422465,0.03866316,4445.08707334,80,2.28100000,1,0
3,1,16,1.20000000,-0.75000000,1.17072343,-0.82498198,0.08049481,0.13859294,0.04430374,4252.34401329,80,2.26600000,1,0
3,1,17,1.20000000,-0.75000000,1.18491078,-0.81257077,0.06436447,0.14391285,0.04660544,4771.93199742,80,2.26400000,1,0
3,1,18,1.20000000,-0.75000000,1.17664747,-0.82225751,0.07593740,0.14842428,0.05029444,4695.35806587,80,2.29600000,1,0
